mastery,correct_rate_topic,avg_time_topic,hints_used_topic,base_difficulty,hints_used_question,label_hint_level
0.493112534936386,0.6358743779465815,13.7347803621321,0.5638193924588486,hard,2,3
0.7866850100425985,0.8610666108760682,24.11270669337015,0.25364115537935933,medium,1,1
0.2896694162023026,0.09698014858752593,39.088420338761,1.2118904661262304,easy,1,3
0.5484215932690039,0.47305356207532795,28.405474416933348,1.144559699344992,medium,2,3
0.5605498054779271,0.5571755449879234,25.99068982008535,1.0813765325525029,medium,0,2
0.12962036958155868,0.07179850225637104,41.139405888564525,2.283339747847438,medium,1,3
0.7855085345622062,0.9288876088920792,15.652988298986381,0.3037482356183062,easy,1,1
0.4967469380772969,0.3361600071992935,22.567125667839633,0.8109187229803052,hard,2,3
0.8843166978712379,0.9781092538764672,19.188678011661388,0.12175501329096167,hard,0,1
0.31552271473425403,0.23310932526312828,33.01066747548747,1.1784355295747546,easy,2,3
0.45207892926566273,0.8423309621458304,29.88108308470117,1.4190632839471906,medium,2,3
0.6457982424320403,0.7336697418957213,18.785242837226722,0.2524095488883935,medium,1,1
0.14478794215551627,0.29641507241414733,32.27906590214103,1.2923417548249727,easy,0,3
0.632277398190584,0.6579854196407809,11.871971181163758,0.0,hard,2,3
0.47966503413268097,0.33964765139858455,37.214535951975954,1.0916172186109532,hard,2,3
0.5845698904800076,0.041028963228540924,39.95902506623943,1.6855899710328412,easy,0,3
0.5651024928483676,0.13765364333658023,47.32722033884811,0.8715250975823053,easy,1,3
0.5641183502903093,0.9374880070041502,19.21248395635611,0.3529720075361133,easy,0,1
0.1431874048509993,0.2192997844514939,49.64682896710587,1.289641313579474,medium,1,3
0.1147170982408661,0.6892938750930251,40.77548267216979,0.3562887093629845,medium,0,3
0.9566594646989823,0.9094038885342244,20.173830372333093,0.18715317863097022,easy,1,1
0.2502111064843835,0.36377796957094455,40.00067514473131,1.2949093765200068,easy,0,3
0.5009928629548211,0.08344387855313294,49.52914362471092,1.983924457602997,hard,2,3
0.9025207117749378,0.7805997140212007,18.762812560512344,0.7414475918979471,medium,0,1
0.5942411150895894,0.823004362936024,26.028848661262636,0.9693378270855764,medium,0,2
0.663045407433392,0.778780214455346,18.332729079296023,0.09077285300991694,medium,0,1
0.3698500233787761,0.27561501935600735,39.464374616814396,0.979594965183629,hard,1,3
0.7346184832520455,0.814563721191301,21.043807361122198,0.0,medium,1,1
0.7456087107615686,0.7539276335204059,22.068818449831053,0.6205414667967115,hard,2,2
0.1198430621033352,0.4239280465039222,34.051294169499485,1.224424987896776,medium,2,3
0.3718615514582869,0.6087072827545362,37.62552616910285,0.7711502845215872,easy,0,2
0.8466812246208921,0.7975521940111876,20.29692885858306,0.510586087866381,hard,1,1
0.48517054342069904,0.2980744845652803,25.637552966652567,1.2605836278660563,easy,0,2
0.06898289389819198,0.10196560290801383,39.44689652219088,2.747510122698578,medium,0,3
0.9057572067041109,0.974133409295632,12.797280304212329,0.4424091265389606,hard,1,1
0.24105042327261558,0.25973161978043896,50.56529324422534,1.5600496943949345,medium,2,3
0.381339912859583,0.2526598817253794,28.961143559902453,1.5381200787331928,medium,2,3
0.8241501908559201,0.2866228538200817,34.63596021944379,0.5189544418291864,medium,1,2
0.35586941356486007,0.6479711674712137,29.338478455751652,1.7166072533030863,hard,0,3
0.4020300187146121,0.5263461474765628,30.723793475852176,0.8456634722267937,easy,2,3
0.7316281654897845,0.8676473872889674,24.739026952404192,2.210207506123701,medium,1,2
0.20176172653709196,0.4977327221748015,33.386892450463286,1.8144684738119956,medium,0,3
0.700127105838527,0.8373738514656661,16.191147612779144,0.01766337122251249,hard,2,2
0.23996976034849682,0.14384844553309398,38.56618699640196,1.6226357017363897,medium,0,3
0.06970414325223778,0.15193480766613593,37.54333425332339,1.2725306937498355,hard,1,3
0.42002675361067043,0.33858691629732784,27.0421101554679,0.673541927667644,medium,1,3
0.04497607127160609,0.1457145526657272,37.97986132557628,2.054418036487351,medium,0,3
0.3109169263586872,0.5757309415708894,9.741204259103664,0.0,medium,2,3
0.8858447783403022,0.47521848882320633,31.24678966482719,1.3814632411684684,easy,0,1
0.19090388051773036,0.06328620991335858,35.088185588856824,2.815825194314745,hard,1,3
0.24187403587108003,0.24532551071033754,52.88749596009515,3.0,easy,2,3
0.6616265372474359,0.448974119990967,29.031761994622357,0.831337418965747,easy,1,2
0.22888644515451328,0.6659281982411905,29.916401582747373,0.5654763760676088,medium,2,3
0.31786777327374555,0.7902307701783151,24.863687822981916,0.0,medium,1,2
0.2594124394441794,0.7415194693160738,32.90065520320475,1.3125426006240768,hard,1,3
0.8498338109501747,0.9182990194726021,16.77119249993549,0.585616095941967,hard,2,2
0.194137327177264,0.2011695687091825,39.544363670291766,2.5344215350089447,medium,1,3
0.20579719083821596,0.0714895064333988,27.492176417050494,2.2800243246922633,medium,0,3
0.9305496133387251,0.946147502463333,20.23906858361355,0.31748229928063393,easy,0,1
0.6818629988669828,0.14422569692333317,8.700822967271858,0.3297104463021603,hard,0,2
0.7329450687179835,0.25189742910051294,33.13011594578367,1.319813204748951,medium,0,2
0.560151584512495,0.7453076648885115,38.37397204531422,1.679610300147806,hard,0,3
0.7030216910077187,0.4926989192483838,38.78536699986784,1.4471066642567048,easy,1,2
0.8177693471518479,0.46172432245698286,17.386576812524364,0.598710415769977,easy,2,2
0.9495897533724519,0.5869611016844475,11.778970605695653,0.20426802089673063,medium,2,2
0.9118030045937728,0.6426961420200836,15.59379438067294,0.7313330819749386,hard,0,1
0.6750943308951625,0.8006647163694479,12.36109617554143,0.18605804646303148,hard,2,2
0.5326240055830702,0.23060227178424916,42.92379578114268,3.0,medium,2,3
0.7206768165987084,0.4751293619041907,30.549795384616896,0.031516533647292344,hard,2,3
0.30709518458253415,0.05152564621041326,42.23091427717791,1.0944749352635188,hard,0,3
0.1584529672404777,0.4121130609730411,21.333370594494653,0.4140142035496026,easy,1,3
0.3733030945316569,0.12071410302283227,48.39471688434726,1.326787886023042,medium,0,3
0.042085219813132554,0.2841105355301637,29.783868440238173,1.8489437066963776,hard,1,3
0.43785317659500883,0.49286949701717175,26.092560708229225,0.5664973718382869,hard,0,3
0.8238153644223143,0.7254694533106876,23.826537677735885,0.7942181992809988,easy,1,1
0.16126516025710205,0.25402272602614856,37.154413475431724,2.0350888798531166,hard,1,3
0.9638816928706435,0.523840966522958,20.040180884406332,0.7850623195495823,hard,1,2
0.5386106754426606,0.6777069418847118,29.338732110436997,1.30840709984489,easy,1,2
0.8618287431758159,0.5155617778937617,30.246318710237578,1.3159907418806975,medium,0,1
0.6752722267172296,0.5056206331793973,30.116320978158058,1.383411435892122,medium,2,3
0.9400420392980623,0.758438417875745,16.125792685511954,0.5268744490889418,easy,2,1
0.25992652351363194,0.26023721593311866,42.71900288954163,2.0212335094510006,easy,0,3
0.11518396695881301,0.746427001546897,24.83249417605412,0.9993036742783256,medium,1,3
0.7066872258120518,0.9079348431906625,20.7129723164598,0.013312449779580626,hard,1,2
0.18787377229600563,0.6379062387202017,30.668360909171398,0.9231574478189911,easy,1,2
0.9267718726541413,0.892711445723424,16.85353673223846,0.0,easy,2,1
0.5504514152868144,0.21780575011051093,40.88316580489775,1.5141667860213317,easy,2,3
0.19507759709537653,0.15079720362650642,43.956453242582825,2.481564457940863,easy,2,3
0.5142113990934709,0.7373170795429935,33.04132097616518,1.7436991448429313,hard,0,3
0.6161216609705983,0.7075778434858858,14.250933308577412,0.22925119134754415,easy,1,1
0.7653580623414329,0.41301638861189166,27.01037334762269,1.6442221246591262,easy,0,2
0.9035861271237816,0.26240993002578034,25.694524522716577,1.5095218466208813,hard,2,3
0.7309810540319576,0.2789050538376731,19.49389497904258,0.40646478681281495,medium,2,3
0.11060044733673866,0.6310107041844959,27.298718881548854,0.5010740083779872,medium,0,3
0.6560713289054917,0.7675418001259334,17.946806616909033,0.0,hard,2,3
0.14636826199377515,0.1793973680034627,32.5877351107428,2.839443150713696,easy,1,3
0.1709537679454017,0.17014691194089282,42.38008856948444,2.420731338083317,easy,2,3
0.938189729142428,0.5824642953986057,20.054912884504375,0.5347676477145478,easy,2,2
0.5250564687119861,0.6107357310661652,14.29107678702808,1.0432527709607309,easy,2,2
